,phy,data_rate,channel,frequency,signal_dbm,noise_dbm,snr,tx_addr,timestamp,duration,ifs,start_tsf,end_tsf
0,6,24,1,2412,-80,-93,13,,52637,28,,52609,52637
1,4,1,1,2412,-70,-93,23,b0:e4:d5:32:ec:8a,54901,1960,304,52941,54901
2,6,6,1,2412,-58,-93,35,10:86:8c:5f:93:1e,58634,344,3389,58290,58634
3,4,1,1,2412,-66,-93,27,94:a6:7e:c9:98:67,61882,2464,784,59418,61882
4,6,24,1,2412,-78,-93,15,4c:01:43:d7:f3:26,70081,32,8167,70049,70081
5,6,24,1,2412,-79,-93,14,,70801,28,692,70773,70801
6,6,24,1,2412,-81,-93,12,,73179,28,2350,73151,73179
7,4,11,1,2412,-72,-93,21,48:dd:0c:7d:86:23,79778,323,6276,79455,79778
8,4,11,1,2412,-72,-93,21,48:dd:0c:7d:86:25,80114,382,-46,79732,80114
9,6,6,1,2412,-80,-93,13,40:b0:34:b7:01:d5,82356,576,1666,81780,82356
10,6,6,1,2412,-57,-93,36,12:86:8c:5f:93:1e,84233,332,1545,83901,84233
11,4,1,1,2412,-90,-93,3,00:26:62:eb:ea:74,93200,968,7999,92232,93200
12,6,6,1,2412,-86,-93,7,e2:db:d1:d1:b0:4a,95014,444,1370,94570,95014
13,6,6,1,2412,-87,-93,6,e2:db:d1:d1:b0:4b,95491,408,69,95083,95491
14,4,11,1,2412,-83,-93,10,4c:01:43:ec:a0:69,103350,361,7498,102989,103350
15,4,11,1,2412,-82,-93,11,4c:01:43:ec:a0:63,103723,322,51,103401,103723
16,4,11,1,2412,-83,-93,10,4c:01:43:ec:a0:66,104058,387,-52,103671,104058
17,4,11,1,2412,-74,-93,19,48:dd:0c:90:e3:87,104570,362,150,104208,104570
18,4,11,1,2412,-74,-93,19,48:dd:0c:90:e3:83,104944,323,51,104621,104944
19,4,11,1,2412,-75,-93,18,48:dd:0c:90:e3:85,105279,382,-47,104897,105279
20,6,6,1,2412,-58,-93,35,52:86:8c:5f:93:1e,109912,332,4301,109580,109912
21,6,6,1,2412,-85,-93,8,0a:a7:c0:a3:8d:71,113123,408,2803,112715,113123
22,6,6,1,2412,-85,-93,8,0a:a7:c0:a3:8d:73,113582,408,51,113174,113582
23,4,1,1,2412,-82,-93,11,78:67:0e:c4:a8:42,116742,2736,424,114006,116742
24,4,11,1,2412,-83,-93,10,,120110,107,3261,120003,120110
25,6,24,1,2412,-81,-93,12,78:67:0e:c4:a8:42,120238,32,96,120206,120238
26,4,1,1,2412,-83,-93,10,78:67:0e:c4:a8:42,124665,352,4075,124313,124665
27,6,24,1,2412,-81,-93,12,78:67:0e:c4:a8:42,127223,32,2526,127191,127223
28,4,1,1,2412,-85,-93,8,,132832,304,5305,132528,132832
29,6,6,1,2412,-86,-93,7,e2:db:d1:d1:b0:4a,133558,68,658,133490,133558
30,6,6,1,2412,-59,-93,34,32:86:8c:5f:93:1e,135435,332,1545,135103,135435
31,6,6,1,2412,-87,-93,6,3c:bd:c5:ee:96:6d,155275,68,19772,155207,155275
32,6,24,1,2412,-80,-93,13,,156315,28,1012,156287,156315
33,4,1,1,2412,-57,-93,36,94:a6:7e:c9:98:67,164286,2464,5507,161822,164286
34,4,11,1,2412,-80,-93,13,4c:01:43:d7:f3:23,168480,322,3872,168158,168480
35,6,6,1,2412,-88,-93,5,3c:bd:c5:ee:96:6d,173257,68,4709,173189,173257
36,4,1,1,2412,-81,-93,12,78:67:0e:38:6c:d3,179037,2736,3044,176301,179037
37,4,11,1,2412,-72,-93,21,48:dd:0c:7d:86:27,181796,362,2397,181434,181796
38,4,11,1,2412,-73,-93,20,48:dd:0c:7d:86:23,182170,323,51,181847,182170
39,4,11,1,2412,-72,-93,21,48:dd:0c:7d:86:25,182505,382,-47,182123,182505
40,6,6,1,2412,-79,-93,14,40:b0:34:b7:01:d5,184757,576,1676,184181,184757
41,6,6,1,2412,-59,-93,34,12:86:8c:5f:93:1e,186635,332,1546,186303,186635
42,6,6,1,2412,-84,-93,9,e2:db:d1:d1:b0:4b,197911,408,10868,197503,197911
43,6,6,1,2412,-84,-93,9,e2:db:d1:d1:b0:4d,198352,408,33,197944,198352
44,6,6,1,2412,-86,-93,7,e2:db:d1:d1:b0:4f,198811,408,51,198403,198811
45,6,6,1,2412,-84,-93,9,,199479,44,624,199435,199479
46,4,1,1,2412,-91,-93,2,,204540,304,4757,204236,204540
47,4,11,1,2412,-83,-93,10,4c:01:43:ec:a0:69,205749,361,848,205388,205749
48,4,11,1,2412,-81,-93,12,4c:01:43:ec:a0:63,206122,322,51,205800,206122
49,4,11,1,2412,-75,-93,18,48:dd:0c:90:e3:87,206969,362,485,206607,206969
50,4,11,1,2412,-74,-93,19,48:dd:0c:90:e3:83,207344,323,52,207021,207344
51,4,11,1,2412,-75,-93,18,48:dd:0c:90:e3:85,207679,382,-47,207297,207679
52,6,6,1,2412,-57,-93,36,52:86:8c:5f:93:1e,214025,332,6014,213693,214025
53,6,6,1,2412,-85,-93,8,0a:a7:c0:a3:8d:71,215422,408,989,215014,215422
54,6,6,1,2412,-86,-93,7,0a:a7:c0:a3:8d:73,215872,408,42,215464,215872
55,4,1,1,2412,-86,-93,7,,223072,304,6896,222768,223072
56,6,6,1,2412,-83,-93,10,,223332,44,216,223288,223332
57,4,11,1,2412,-87,-93,6,48:dd:0c:92:4b:e3,231575,254,7989,231321,231575
58,4,11,1,2412,-75,-93,18,48:dd:0c:90:e3:83,232235,254,406,231981,232235
59,4,11,1,2412,-71,-93,22,48:dd:0c:7d:86:23,232538,254,49,232284,232538
60,4,1,1,2412,-81,-93,12,78:67:0e:c4:a8:42,233685,352,795,233333,233685
61,6,6,1,2412,-59,-93,34,32:86:8c:5f:93:1e,237834,332,3817,237502,237834
62,6,24,1,2412,-79,-93,14,,243414,28,5552,243386,243414
63,4,1,1,2412,-69,-93,24,b0:e4:d5:32:ec:8a,259700,1960,14326,257740,259700
64,6,6,1,2412,-57,-93,36,10:86:8c:5f:93:1e,263435,344,3391,263091,263435
65,4,1,1,2412,-66,-93,27,94:a6:7e:c9:98:67,266689,2464,790,264225,266689
66,4,11,1,2412,-81,-93,12,,271780,107,4984,271673,271780
67,6,24,1,2412,-81,-93,12,78:67:0e:c4:a8:42,271893,32,81,271861,271893
68,4,11,1,2412,-88,-93,5,48:dd:0c:92:4b:e7,272888,362,633,272526,272888
69,4,11,1,2412,-87,-93,6,48:dd:0c:92:4b:e3,273262,323,51,272939,273262
70,4,1,1,2412,-82,-93,11,78:67:0e:c4:a8:42,273939,352,325,273587,273939
71,4,11,1,2412,-76,-93,17,48:dd:0c:90:e3:83,279271,277,5055,278994,279271
72,4,11,1,2412,-72,-93,21,48:dd:0c:7d:86:23,284571,323,4977,284248,284571
73,4,11,1,2412,-72,-93,21,48:dd:0c:7d:86:25,284906,382,-47,284524,284906
74,6,6,1,2412,-58,-93,35,12:86:8c:5f:93:1e,289036,332,3798,288704,289036
75,6,6,1,2412,-83,-93,10,e2:db:d1:d1:b0:4a,299913,444,10433,299469,299913
76,6,6,1,2412,-83,-93,10,e2:db:d1:d1:b0:4d,300849,408,528,300441,300849
77,6,6,1,2412,-82,-93,11,e2:db:d1:d1:b0:4f,301282,408,25,300874,301282
78,6,6,1,2412,-83,-93,10,e2:db:d1:d1:b0:4a,301722,548,-108,301174,301722
79,6,6,1,2412,-84,-93,9,e2:db:d1:d1:b0:4a,302303,576,5,301727,302303
80,6,6,1,2412,-83,-93,10,,303798,44,1451,303754,303798
81,6,24,1,2412,-81,-93,12,,306943,28,3117,306915,306943
82,4,1,1,2412,-85,-93,8,,307423,304,176,307119,307423
83,4,11,1,2412,-84,-93,9,4c:01:43:ec:a0:63,308521,322,776,308199,308521
84,4,11,1,2412,-74,-93,19,48:dd:0c:90:e3:87,309369,362,486,309007,309369
85,4,11,1,2412,-74,-93,19,48:dd:0c:90:e3:83,309744,323,52,309421,309744
86,4,11,1,2412,-75,-93,18,48:dd:0c:90:e3:85,310079,382,-47,309697,310079
87,6,6,1,2412,-60,-93,33,52:86:8c:5f:93:1e,315651,332,5240,315319,315651
88,4,1,1,2412,-83,-93,10,78:67:0e:c4:a8:42,321542,2736,3155,318806,321542
89,6,6,1,2412,-59,-93,34,32:86:8c:5f:93:1e,340235,332,18361,339903,340235
90,4,1,1,2412,-91,-93,2,38:01:46:30:1a:ca,341230,416,579,340814,341230
91,6,24,1,2412,-82,-93,11,,350150,28,8892,350122,350150
92,4,1,1,2412,-88,-93,5,,359263,304,8809,358959,359263
93,4,1,1,2412,-69,-93,24,b0:e4:d5:32:ec:8a,362099,1960,876,360139,362099
94,6,6,1,2412,-57,-93,36,10:86:8c:5f:93:1e,365836,344,3393,365492,365836
95,4,1,1,2412,-66,-93,27,94:a6:7e:c9:98:67,369100,2464,800,366636,369100
96,4,11,1,2412,-81,-93,12,4c:01:43:d7:f3:29,372300,362,2838,371938,372300
97,4,11,1,2412,-81,-93,12,4c:01:43:d7:f3:23,372675,322,53,372353,372675
98,4,11,1,2412,-82,-93,11,4c:01:43:d7:f3:26,373009,387,-53,372622,373009
99,6,6,1,2412,-85,-93,8,,379790,44,6737,379746,379790
100,4,1,1,2412,-85,-93,8,,383390,304,3296,383086,383390
101,4,1,1,2412,-82,-93,11,78:67:0e:38:6c:d3,383838,2736,-2288,381102,383838
102,4,11,1,2412,-73,-93,20,48:dd:0c:7d:86:27,386596,362,2396,386234,386596
103,4,11,1,2412,-72,-93,21,48:dd:0c:7d:86:23,386971,323,52,386648,386971
104,4,11,1,2412,-74,-93,19,48:dd:0c:7d:86:25,387306,382,-47,386924,387306
105,6,6,1,2412,-76,-93,17,40:b0:34:b7:01:d5,389559,576,1677,388983,389559
106,6,6,1,2412,-57,-93,36,12:86:8c:5f:93:1e,391435,332,1544,391103,391435
107,4,1,1,2412,-88,-93,5,70:3a:cb:63:35:b2,392020,2216,-1631,389804,392020
108,4,1,1,2412,-87,-93,6,48:a6:b8:49:4e:15,399572,432,7120,399140,399572
109,6,24,1,2412,-77,-93,16,,404206,28,4606,404178,404206
110,6,6,1,2412,-85,-93,8,,406105,44,1855,406061,406105
111,4,11,1,2412,-75,-93,18,48:dd:0c:90:e3:87,411769,362,5302,411407,411769
112,4,11,1,2412,-75,-93,18,48:dd:0c:90:e3:83,412143,323,51,411820,412143
113,4,11,1,2412,-83,-93,10,4c:01:43:ec:a0:66,416254,387,3724,415867,416254
114,6,6,1,2412,-59,-93,34,52:86:8c:5f:93:1e,417036,332,450,416704,417036
115,4,1,1,2412,-82,-93,11,78:67:0e:c4:a8:42,423942,2736,4170,421206,423942
116,6,6,1,2412,-81,-93,12,,426973,44,2987,426929,426973
117,4,1,1,2412,-69,-93,24,b0:e4:d5:32:ec:8a,464498,1960,35565,462538,464498
118,6,6,1,2412,-57,-93,36,10:86:8c:5f:93:1e,468236,344,3394,467892,468236
119,4,1,1,2412,-67,-93,26,94:a6:7e:c9:98:67,471493,2464,793,469029,471493
120,4,1,1,2412,-68,-93,25,3c:06:30:47:83:74,474502,416,2593,474086,474502
121,4,1,1,2412,-27,-93,66,94:a6:7e:c9:98:67,475281,432,347,474849,475281
122,4,11,1,2412,-83,-93,10,48:dd:0c:92:4b:e7,477687,362,2044,477325,477687
123,4,11,1,2412,-88,-93,5,48:dd:0c:92:4b:e3,478062,323,52,477739,478062
124,4,11,1,2412,-89,-93,4,48:dd:0c:92:4b:e5,478397,382,-47,478015,478397
125,4,1,1,2412,-78,-93,15,78:67:0e:38:6c:d3,486238,2736,5105,483502,486238
126,4,11,1,2412,-72,-93,21,48:dd:0c:7d:86:27,488997,362,2397,488635,488997
127,4,11,1,2412,-72,-93,21,48:dd:0c:7d:86:23,489372,323,52,489049,489372
128,4,11,1,2412,-75,-93,18,48:dd:0c:7d:86:25,489707,382,-47,489325,489707
129,6,24,1,2412,-81,-93,12,,504964,28,15229,504936,504964
130,4,11,1,2412,-74,-93,19,4c:01:43:ec:a0:69,512945,361,7620,512584,512945
131,4,11,1,2412,-85,-93,8,4c:01:43:ec:a0:63,513319,322,52,512997,513319
132,4,11,1,2412,-84,-93,9,4c:01:43:ec:a0:66,513653,387,-53,513266,513653
133,4,11,1,2412,-41,-93,52,48:dd:0c:90:e3:83,514543,323,567,514220,514543
134,4,11,1,2412,-73,-93,20,48:dd:0c:90:e3:85,514878,382,-47,514496,514878
135,6,6,1,2412,-59,-93,34,52:86:8c:5f:93:1e,519546,332,4336,519214,519546
136,4,1,1,2412,-83,-93,10,,523895,304,4045,523591,523895
137,6,24,1,2412,-80,-93,13,,550813,28,26890,550785,550813
138,4,1,1,2412,-70,-93,23,b0:e4:d5:32:ec:8a,573192,1960,20419,571232,573192
139,6,6,1,2412,-59,-93,34,10:86:8c:5f:93:1e,575008,344,1472,574664,575008
140,6,6,1,2412,-61,-93,32,b4:e6:2d:b4:ff:71,581571,64,6499,581507,581571
141,6,6,1,2412,-59,-93,34,,581651,44,36,581607,581651
142,4,1,1,2412,-62,-93,31,10:86:8c:5f:93:1e,581894,3088,-2845,578806,581894
143,4,1,1,2412,-62,-93,31,10:86:8c:5f:93:1e,585079,3088,97,581991,585079
144,6,24,1,2412,-70,-93,23,0a:83:14:5e:8f:39,591037,32,5926,591005,591037
145,4,1,1,2412,-67,-93,26,0a:83:14:5e:8f:39,591682,416,229,591266,591682
146,4,1,1,2412,-65,-93,28,,592110,304,124,591806,592110
147,4,1,1,2412,-65,-93,28,94:a6:7e:c9:98:67,592461,432,-81,592029,592461
148,4,1,1,2412,-67,-93,26,,592905,304,140,592601,592905
149,6,24,1,2412,-68,-93,25,0a:83:14:5e:8f:39,608701,32,15764,608669,608701
150,6,24,1,2412,-64,-93,29,,608752,28,23,608724,608752
151,4,1,1,2412,-91,-93,2,,614133,304,5077,613829,614133
152,4,11,1,2412,-83,-93,10,4c:01:43:ec:a0:69,615344,361,850,614983,615344
153,4,11,1,2412,-84,-93,9,4c:01:43:ec:a0:63,615718,322,52,615396,615718
154,4,11,1,2412,-73,-93,20,48:dd:0c:90:e3:87,616568,362,488,616206,616568
155,4,11,1,2412,-75,-93,18,48:dd:0c:90:e3:83,616943,323,52,616620,616943
156,4,11,1,2412,-74,-93,19,48:dd:0c:90:e3:85,617278,382,-47,616896,617278
157,6,6,1,2412,-57,-93,36,52:86:8c:5f:93:1e,622850,332,5240,622518,622850
158,6,24,1,2412,-81,-93,12,,631377,28,8499,631349,631377
159,4,1,1,2412,-90,-93,3,04:a2:22:bf:24:52,632779,2512,-1110,630267,632779
160,6,24,1,2412,-85,-93,8,,637274,28,4467,637246,637274
161,6,24,1,2412,-81,-93,12,,643388,28,6086,643360,643388
162,6,24,1,2412,-83,-93,10,,653824,28,10408,653796,653824
163,4,1,1,2412,-90,-93,3,,656953,352,2777,656601,656953
164,4,1,1,2412,-68,-93,25,b0:e4:d5:32:ec:8a,669297,1960,10384,667337,669297
165,6,6,1,2412,-57,-93,36,10:86:8c:5f:93:1e,673038,344,3397,672694,673038
166,4,1,1,2412,-64,-93,29,94:a6:7e:c9:98:67,675862,2464,360,673398,675862
167,4,11,1,2412,-83,-93,10,4c:01:43:d7:f3:29,679499,362,3275,679137,679499
168,4,11,1,2412,-83,-93,10,4c:01:43:d7:f3:23,679873,322,52,679551,679873
169,4,11,1,2412,-84,-93,9,4c:01:43:d7:f3:26,680208,387,-52,679821,680208
170,6,12,1,2412,-83,-93,10,,681807,32,1567,681775,681807
171,6,6,1,2412,-86,-93,7,40:b0:34:b7:01:d5,697959,576,15576,697383,697959
172,6,6,1,2412,-58,-93,35,12:86:8c:5f:93:1e,698637,332,346,698305,698637
173,4,11,1,2412,-83,-93,10,4c:01:43:ec:a0:69,717743,361,18745,717382,717743
174,4,11,1,2412,-85,-93,8,4c:01:43:ec:a0:63,718117,322,52,717795,718117
175,4,11,1,2412,-84,-93,9,4c:01:43:ec:a0:66,718451,387,-53,718064,718451
176,4,11,1,2412,-68,-93,25,48:dd:0c:90:e3:87,718968,362,155,718606,718968
177,4,11,1,2412,-75,-93,18,48:dd:0c:90:e3:83,719343,323,52,719020,719343
178,4,11,1,2412,-76,-93,17,48:dd:0c:90:e3:85,719678,382,-47,719296,719678
179,6,24,1,2412,-80,-93,13,,723419,28,3713,723391,723419
180,4,1,1,2412,-85,-93,8,78:67:0e:c4:a8:42,731142,2736,4987,728406,731142
181,6,24,1,2412,-84,-93,9,,733778,28,2608,733750,733778
182,4,1,1,2412,-89,-93,4,04:a2:22:bf:24:52,735192,2512,-1098,732680,735192
183,4,11,1,2412,-68,-93,25,4c:01:43:d7:f3:23,739975,254,4529,739721,739975
184,4,11,1,2412,-83,-93,10,4c:01:43:ec:a0:63,740979,254,750,740725,740979
185,6,6,1,2412,-59,-93,34,32:86:8c:5f:93:1e,749839,332,8528,749507,749839
186,4,1,1,2412,-71,-93,22,ce:f4:11:65:3f:f8,751620,2072,-291,749548,751620
187,6,24,1,2412,-85,-93,8,,753819,28,2171,753791,753819
188,4,1,1,2412,-87,-93,6,78:67:0e:c4:a8:42,755412,352,1241,755060,755412
189,6,6,1,2412,-61,-93,32,b4:e6:2d:b4:ff:71,756088,64,612,756024,756088
190,6,6,1,2412,-60,-93,33,,756447,44,315,756403,756447
191,6,24,1,2412,-83,-93,10,78:67:0e:c4:a8:42,757516,32,1037,757484,757516
192,4,1,1,2412,-89,-93,4,ac:67:84:84:8a:07,757962,416,30,757546,757962
193,4,1,1,2412,-60,-93,33,94:a6:7e:c9:98:67,778694,2464,18268,776230,778694
194,4,11,1,2412,-79,-93,14,4c:01:43:d7:f3:29,781898,362,2842,781536,781898
195,4,11,1,2412,-81,-93,12,4c:01:43:d7:f3:23,782273,322,53,781951,782273
196,4,11,1,2412,-81,-93,12,4c:01:43:d7:f3:26,782607,387,-53,782220,782607
197,4,11,1,2412,-78,-93,15,48:dd:0c:7d:86:23,796572,323,13642,796249,796572
198,4,11,1,2412,-74,-93,19,48:dd:0c:7d:86:25,796907,382,-47,796525,796907
199,6,6,1,2412,-86,-93,7,e2:db:d1:d1:b0:4a,811838,444,14487,811394,811838
200,6,6,1,2412,-86,-93,7,,813289,44,1407,813245,813289
201,6,6,1,2412,-60,-93,33,52:86:8c:5f:93:1e,826639,332,13018,826307,826639
202,6,6,1,2412,-89,-93,4,0a:a7:c0:a3:8d:71,830007,408,2960,829599,830007
203,4,1,1,2412,-85,-93,8,78:67:0e:c4:a8:42,833541,2736,798,830805,833541
204,6,24,1,2412,-82,-93,11,,837276,28,3707,837248,837276
205,6,24,1,2412,-80,-93,13,,855697,28,18393,855669,855697
206,4,1,1,2412,-84,-93,9,3c:bd:c5:ee:96:6d,865666,3280,6689,862386,865666
207,6,24,1,2412,-81,-93,12,,870823,28,5129,870795,870823
208,4,1,1,2412,-71,-93,22,b0:e4:d5:32:ec:8a,874095,1960,1312,872135,874095
209,6,6,1,2412,-60,-93,33,10:86:8c:5f:93:1e,877839,344,3400,877495,877839
210,4,1,1,2412,-61,-93,32,94:a6:7e:c9:98:67,881075,2464,772,878611,881075
211,6,24,1,2412,-81,-93,12,,883742,28,2639,883714,883742
212,4,11,1,2412,-83,-93,10,,885928,107,2079,885821,885928
213,6,24,1,2412,-79,-93,14,78:67:0e:c4:a8:42,886045,32,85,886013,886045
214,4,1,1,2412,-91,-93,2,40:ca:63:2d:74:be,891727,1688,3994,890039,891727
215,4,1,1,2412,-86,-93,7,78:67:0e:38:6c:d3,895839,2736,1376,893103,895839
216,4,11,1,2412,-71,-93,22,48:dd:0c:7d:86:27,898597,362,2396,898235,898597
217,4,11,1,2412,-70,-93,23,48:dd:0c:7d:86:23,898972,323,52,898649,898972
218,6,6,1,2412,-62,-93,31,12:86:8c:5f:93:1e,903440,332,4136,903108,903440
219,4,1,1,2412,-88,-93,5,70:3a:cb:63:35:b2,904018,2216,-1638,901802,904018
220,6,6,1,2412,-85,-93,8,e2:db:d1:d1:b0:4a,914233,444,9771,913789,914233
221,6,6,1,2412,-84,-93,9,e2:db:d1:d1:b0:4b,914719,408,78,914311,914719
222,6,6,1,2412,-85,-93,8,e2:db:d1:d1:b0:4d,915151,408,24,914743,915151
223,6,6,1,2412,-84,-93,9,,915657,44,462,915613,915657
224,6,24,1,2412,-80,-93,13,,921082,28,5397,921054,921082
225,4,11,1,2412,-81,-93,12,4c:01:43:ec:a0:63,922914,322,1510,922592,922914
226,4,11,1,2412,-81,-93,12,4c:01:43:ec:a0:66,923249,387,-52,922862,923249
227,4,11,1,2412,-78,-93,15,48:dd:0c:90:e3:87,923767,362,156,923405,923767
228,4,11,1,2412,-80,-93,13,48:dd:0c:90:e3:83,924142,323,52,923819,924142
229,4,11,1,2412,-79,-93,14,48:dd:0c:90:e3:85,924477,382,-47,924095,924477
230,6,6,1,2412,-61,-93,32,52:86:8c:5f:93:1e,929080,332,4271,928748,929080
231,4,1,1,2412,-86,-93,7,3c:bd:c5:ee:96:6d,929624,2512,-1968,927112,929624
232,6,6,1,2412,-85,-93,8,3c:bd:c5:ee:96:6d,950548,68,20856,950480,950548
233,6,24,1,2412,-81,-93,12,,950816,28,240,950788,950816
234,6,6,1,2412,-61,-93,32,32:86:8c:5f:93:1e,954639,332,3491,954307,954639
235,6,6,1,2412,-85,-93,8,3c:bd:c5:ee:96:6d,965612,68,10905,965544,965612
236,4,1,1,2412,-72,-93,21,b0:e4:d5:32:ec:8a,976495,1960,8923,974535,976495
237,4,11,1,2412,-82,-93,11,4c:01:43:d7:f3:29,986697,362,9840,986335,986697
238,4,11,1,2412,-78,-93,15,4c:01:43:d7:f3:23,987072,322,53,986750,987072
239,4,11,1,2412,-82,-93,11,4c:01:43:d7:f3:26,987407,387,-52,987020,987407
240,4,1,1,2412,-88,-93,5,3c:bd:c5:ee:96:6d,993644,752,5485,992892,993644
241,4,1,1,2412,-80,-93,13,78:67:0e:38:6c:d3,998239,2736,1859,995503,998239
242,4,11,1,2412,-74,-93,19,48:dd:0c:7d:86:27,1000998,362,2397,1000636,1000998
243,4,11,1,2412,-74,-93,19,48:dd:0c:7d:86:23,1001373,323,52,1001050,1001373
244,4,11,1,2412,-74,-93,19,48:dd:0c:7d:86:25,1001708,382,-47,1001326,1001708
245,6,6,1,2412,-62,-93,31,12:86:8c:5f:93:1e,1005840,332,3800,1005508,1005840
246,6,6,1,2412,-77,-93,16,,1007104,44,1220,1007060,1007104
247,4,11,1,2412,-82,-92,10,4c:01:43:ec:a0:69,1024939,361,17474,1024578,1024939
248,4,11,1,2412,-84,-92,8,4c:01:43:ec:a0:63,1025313,322,52,1024991,1025313
249,4,11,1,2412,-82,-92,10,4c:01:43:ec:a0:66,1025648,387,-52,1025261,1025648
250,4,11,1,2412,-81,-92,11,48:dd:0c:90:e3:87,1026167,362,157,1025805,1026167
251,4,11,1,2412,-80,-92,12,48:dd:0c:90:e3:83,1026542,323,52,1026219,1026542
252,4,1,1,2412,-85,-92,7,78:67:0e:c4:a8:42,1038418,2736,9140,1035682,1038418
253,4,1,1,2412,-90,-92,2,cc:f4:11:65:3f:fb,1045660,2064,5178,1043596,1045660
254,4,1,1,2412,-85,-92,7,,1051248,304,5284,1050944,1051248
255,6,6,1,2412,-63,-92,29,32:86:8c:5f:93:1e,1057041,332,5461,1056709,1057041
256,4,1,1,2412,-70,-92,22,b0:e4:d5:32:ec:8a,1078894,1960,19893,1076934,1078894
257,4,11,1,2412,-63,-92,29,10:86:8c:5f:93:1e,1083483,261,4328,1083222,1083483
258,4,1,1,2412,-60,-92,32,94:a6:7e:c9:98:67,1085917,2464,-30,1083453,1085917
259,4,1,1,2412,-93,-92,-1,78:67:0e:38:6c:d3,1100639,2736,11986,1097903,1100639
260,4,11,1,2412,-74,-92,18,48:dd:0c:7d:86:27,1103398,362,2397,1103036,1103398
261,4,11,1,2412,-74,-92,18,48:dd:0c:7d:86:23,1103773,323,52,1103450,1103773
262,4,11,1,2412,-75,-92,17,48:dd:0c:7d:86:25,1104108,382,-47,1103726,1104108
263,6,24,1,2412,-81,-92,11,,1104842,28,706,1104814,1104842
264,6,6,1,2412,-81,-92,11,40:b0:34:b7:01:d5,1106367,576,949,1105791,1106367
265,6,6,1,2412,-61,-92,31,12:86:8c:5f:93:1e,1108292,332,1593,1107960,1108292
266,4,1,1,2412,-90,-92,2,70:3a:cb:63:35:b2,1108817,2216,-1691,1106601,1108817
267,6,24,1,2412,-80,-92,12,,1123078,28,14233,1123050,1123078
268,6,24,1,2412,-84,-92,8,,1123533,28,427,1123505,1123533
269,4,11,1,2412,-89,-92,3,4c:01:43:ec:a0:63,1127712,322,3857,1127390,1127712
270,4,11,1,2412,-88,-92,4,4c:01:43:ec:a0:66,1128047,387,-52,1127660,1128047
271,6,24,1,2412,-85,-92,7,,1128342,28,267,1128314,1128342
272,4,11,1,2412,-83,-92,9,48:dd:0c:90:e3:87,1128567,362,-137,1128205,1128567
273,4,11,1,2412,-83,-92,9,4c:01:43:d7:f3:23,1129613,254,792,1129359,1129613
274,6,6,1,2412,-62,-92,30,52:86:8c:5f:93:1e,1133841,332,3896,1133509,1133841
275,4,1,1,2412,-85,-92,7,3c:bd:c5:ee:96:6d,1135720,2512,-633,1133208,1135720
276,4,1,1,2412,-83,-92,9,78:67:0e:c4:a8:42,1141065,2736,2609,1138329,1141065
277,6,6,1,2412,-60,-92,32,32:86:8c:5f:93:1e,1160567,332,19170,1160235,1160567
278,4,1,1,2412,-57,-92,35,94:a6:7e:c9:98:67,1188271,2464,25240,1185807,1188271
279,6,24,1,2412,-83,-92,9,,1191031,28,2732,1191003,1191031
280,4,11,1,2412,-84,-92,8,4c:01:43:d7:f3:29,1191497,362,104,1191135,1191497
281,4,11,1,2412,-83,-92,9,4c:01:43:d7:f3:23,1191871,322,52,1191549,1191871
282,4,11,1,2412,-83,-92,9,4c:01:43:d7:f3:26,1192206,387,-52,1191819,1192206
283,4,11,1,2412,-71,-92,21,48:dd:0c:7d:86:27,1205799,362,13231,1205437,1205799
284,4,1,1,2412,-90,-92,2,00:26:62:eb:ea:74,1216161,968,9394,1215193,1216161
285,4,11,1,2412,-84,-92,8,4c:01:43:ec:a0:69,1229737,361,13215,1229376,1229737
286,4,11,1,2412,-82,-92,10,4c:01:43:ec:a0:63,1230111,322,52,1229789,1230111
287,4,11,1,2412,-82,-92,10,48:dd:0c:90:e3:87,1230967,362,494,1230605,1230967
288,4,11,1,2412,-82,-92,10,48:dd:0c:90:e3:83,1231341,323,51,1231018,1231341
289,4,11,1,2412,-83,-92,9,48:dd:0c:90:e3:85,1231676,382,-47,1231294,1231676
290,6,6,1,2412,-63,-92,29,52:86:8c:5f:93:1e,1236344,332,4336,1236012,1236344
291,4,1,1,2412,-86,-92,6,78:67:0e:c4:a8:42,1243141,2736,4061,1240405,1243141
292,4,1,1,2412,-88,-92,4,04:a2:22:bf:24:52,1251220,1648,6431,1249572,1251220
293,6,6,1,2412,-62,-92,30,32:86:8c:5f:93:1e,1261841,332,10289,1261509,1261841
294,6,6,1,2412,-62,-92,30,b4:e6:2d:b4:ff:71,1266976,64,5071,1266912,1266976
295,6,6,1,2412,-62,-92,30,,1267057,44,37,1267013,1267057
296,6,24,1,2412,-81,-92,11,,1269905,28,2820,1269877,1269905
297,4,11,1,2412,-82,-92,10,,1270661,107,649,1270554,1270661
298,6,24,1,2412,-81,-92,11,78:67:0e:c4:a8:42,1270774,32,81,1270742,1270774
299,6,24,1,2412,-81,-92,11,,1271233,28,431,1271205,1271233
300,4,1,1,2412,-84,-92,8,78:67:0e:c4:a8:42,1271531,352,-54,1271179,1271531
301,4,1,1,2412,-85,-92,7,78:67:0e:c4:a8:42,1272317,352,434,1271965,1272317
302,4,1,1,2412,-84,-92,8,78:67:0e:c4:a8:42,1273890,352,1221,1273538,1273890
